Open,High,Low,Close,Adj Close,Volume,Company,Date,Direction,description,Compound,Negative,Neutral,Positive
3366.300049,3368.25,3288,3339,3339,20806,12,14-08-2023,0,"Eicher Motors share price Today Live Updates : Eicher Motors closed today at ₹3336.35, down -1.52% from yesterday's ₹3387.7 | Mint  Mint",0.296,0,0.896,0.104
3321,3321,3292.600098,3297.699951,3297.699951,4258,12,17-08-2023,0,"Eicher Motors share price Today Live Updates : Eicher Motors closed today at ₹3297.7, down -0.84% from yesterday's ₹3325.75 | Mint  Mint",0.296,0,0.896,0.104
3313,3370.800049,3313,3360.949951,3360.949951,9038,12,21-08-2023,0,"Eicher Motors, Archean Chemical Industries: Here's what Sunny Agrawal of SBI Securities says on these 2 stocks  Business Today",0.6124,0,0.762,0.238
3352.75,3397.600098,3327.550049,3345.899902,3345.899902,26308,12,22-08-2023,0,Rs 300 to Rs 3300: 10x multibagger return in 10 years! What's next for Eicher Motors?  Business Today,0,0,1,0
3373,3405,3325,3399.850098,3399.850098,26399,12,01-09-2023,0,"Auto Sales In August 2023 Live: Hero MotoCorps Sales Rise 5%, Higher Than Estimates  BQ Prime",0.5574,0,0.806,0.194
3424,3461.449951,3411,3430.5,3430.5,12692,12,04-09-2023,0,"Buzzing Stocks: Hero Moto, Kotak Mahindra, Paytm, Zomato, Biocon, Eicher Motors, others in news  Moneycontrol",0.5574,0,0.795,0.205
3403.300049,3416.449951,3374.350098,3389.550049,3389.550049,11103,12,06-09-2023,0,"Eicher Motors share price Today Live Updates : Eicher Motors closed today at ₹3392.8, down -0.31% from yesterday's ₹3403.25 | Mint  Mint",0.296,0,0.896,0.104
3389,3447.850098,3373.800049,3426.5,3426.5,47173,12,15-09-2023,0,"Eicher Motors share price Today Live Updates : Eicher Motors closed today at ₹3426.5, up 1.26% from yesterday's ₹3384 | Mint  Mint",0.296,0,0.896,0.104
3439.949951,3451.699951,3410.600098,3427.550049,3427.550049,8887,12,18-09-2023,0,"Eicher Motors share price Today Live Updates : Eicher Motors closed today at ₹3427.55, up 0.03% from yesterday's ₹3426.5 | Mint  Mint",0.296,0,0.896,0.104
3420.149902,3449.600098,3380,3441.050049,3441.050049,9870,12,20-09-2023,0,"Eicher Motors share price Today Live Updates : Eicher Motors closed today at ₹3435, up 0.22% from yesterday's ₹3427.55 | Mint  Mint",0.296,0,0.896,0.104
3414.550049,3539,3413.75,3470.800049,3470.800049,33477,12,26-09-2023,0,"Eicher Motors share price Today Live Updates : Eicher Motors closed today at ₹3472.05, up 2.61% from yesterday's ₹3383.8 | Mint  Mint",0.296,0,0.896,0.104
3499.550049,3499.550049,3425.050049,3447,3447,29874,12,28-09-2023,0,"Hindustan Unilever, Maruti Suzuki India: Here's what Sunny Agrawal of SBI Securities says on these 2 stocks  Business Today",0.6124,0,0.762,0.238
3477.550049,3480,3425.600098,3456.050049,3456.050049,13400,12,29-09-2023,0,Eicher Motors appoints 2 new independent directors  ETAuto,0,0,1,0
3426.600098,3429.949951,3303,3351,3351,35043,12,03-10-2023,0,"Share Market Highlights 03 Oct 2023: Sensex drops 316 pts; Nifty falls below 19,550; auto stocks weigh heavily  BusinessLine",0.5994,0,0.776,0.224
3440,3464.449951,3440,3450.25,3450.25,21338,12,06-10-2023,0,Trade setup for Friday: 15 things to know before opening bell  Moneycontrol,0,0,1,0
3446.050049,3475.050049,3446.050049,3458.850098,3458.850098,19388,12,10-10-2023,0,Auto stocks jump after retail sales surge 20% in September; TVS Motor hits record high  Zee Business,0,0,1,0
3485,3500,3460.300049,3495.850098,3495.850098,20597,12,11-10-2023,1,"TCS, Delta Corp, IDFC First Bank, TVS Motor, Eicher Motors and Bajaj Auto among top stocks to track today  Zee Business",0.2023,0,0.917,0.083
3435.050049,3529.899902,3435.050049,3494.5,3494.5,19247,12,12-10-2023,0,How Siddharth Lal saved Royal Enfield from going bankrupt  The Siasat Daily,-0.2023,0.22,0.61,0.171
3476,3503.449951,3464.050049,3485.199951,3485.199951,2672,12,16-10-2023,1,Best EV Stocks With High FII Holdings To Add To Your Watchlist  Trade Brains,0.6369,0,0.756,0.244
3500,3546,3482.199951,3494.050049,3494.050049,4474,12,18-10-2023,0,"Wipro Q2 Results Highlights: Revenue flat at ₹22,515 crore; headcount drops by 5,051 in 4th straight quarter decline | Mint  Mint",0.2263,0,0.909,0.091
3490.050049,3500.899902,3470,3478.100098,3478.100098,2431,12,20-10-2023,0,"Eicher Motors share price Today Live Updates : Eicher Motors closed today at ₹3470.75, down -0.69% from yesterday's ₹3495 | Mint  Mint",0.296,0,0.896,0.104
1654.949951,1665.349976,1646.949951,1661.349976,1652.274048,4759,13,17-01-2023,1,Grasim - Pulp and Fibre wins the prestigious Golden Peacock ...  Grasim Industries,0.5719,0,0.748,0.252
1660,1667.599976,1615.900024,1630.449951,1621.542847,14776,13,23-01-2023,0,"Grasim Industries Ltd Share Price Today, GRASIM Share Price NSE ...  Business Today",0.5267,0,0.714,0.286
1602,1610.199951,1583.699951,1594,1585.291992,9084,13,25-01-2023,1,Grasim wins consecutively second year Gold Shield at The Institute ...  Grasim Industries,0.5719,0,0.764,0.236
1591,1599.75,1549.650024,1578.150024,1569.528564,18363,13,27-01-2023,0,B2B E-Commerce  Grasim Industries,0,0,1,0
1610.050049,1620,1598.300049,1617.400024,1608.564209,10011,13,06-02-2023,0,"Grasim Industries Limited inducts Ms. Ananya Birla, Mr. Aryaman ...  Grasim Industries",-0.2263,0.147,0.853,0
1631.949951,1631.949951,1578.900024,1605.099976,1596.331299,39934,13,14-02-2023,0,Partner in Nation Building for 75 Years Implementing Next Phase of ...  Grasim Industries,0,0,1,0
1621.300049,1649.400024,1621.300049,1631.849976,1622.935181,42848,13,20-02-2023,1,Will Weakness in Grasim Industries Limited's (NSE:GRASIM) Stock Prove Temporary Given Strong Fundamentals?  Simply Wall St,0.128,0.139,0.697,0.164
1632.400024,1658,1628,1633.400024,1624.476807,6833,13,21-02-2023,0,Analyst Recommendations  Grasim Industries,0,0,1,0
1592.550049,1611,1592.550049,1599.599976,1590.861328,4968,13,06-03-2023,1,Grasim's Domestic Textile Business certified Great workplace by ...  Grasim Industries,0.6249,0,0.709,0.291
1598.050049,1608.150024,1585.550049,1601.449951,1592.701172,11842,13,09-03-2023,0,The worst may be over for chemicals and textiles company Grasim  Business Standard,-0.6249,0.255,0.745,0
1562.199951,1568.550049,1541,1561.650024,1553.118774,17372,13,14-03-2023,0,"Grasim Industries Q3 profit rises 68% to Rs 4,455 crore; revenue up 17.35%  Zee Business",0.4404,0,0.828,0.172
1586.300049,1647.5,1586.050049,1631.300049,1622.388306,15133,13,27-03-2023,0,Grasim Industries buys leasehold rights of 220 acres land parcel to set up manufacturing units  Moneycontrol,0,0,1,0
1627.300049,1664,1614.5,1659.949951,1650.881592,38176,13,05-04-2023,1,Here's Why We Think Grasim Industries (NSE:GRASIM) Is Well Worth Watching  Simply Wall St,0.4588,0,0.75,0.25
1659.300049,1674.199951,1650.349976,1669.699951,1660.578369,19620,13,06-04-2023,1,Grasim Industries vs Ambuja Cements: Which is a better long-term investment?  MintGenie,0.4404,0,0.775,0.225
1710,1741,1710,1716.849976,1707.470825,12423,13,12-04-2023,1,Grasim wins the Water Stewardship category of the NW18 (CNBC ...  Grasim Industries,0.5719,0,0.764,0.236
1695.050049,1695.150024,1679.800049,1686.599976,1677.386108,6649,13,20-04-2023,1,Grasim Industries' (NSE:GRASIM) Returns On Capital Are Heading Higher  Simply Wall St,0,0,1,0
1709.099976,1738.699951,1709.099976,1735.349976,1725.869751,6408,13,03-05-2023,0,"Stocks To Watch: Tata Steel, Ambuja Cements, Adani Wilmar, Grasim Industries, Godrej Properties, ABB India  BQ Prime",0,0,1,0
1754.949951,1766,1745.800049,1751.300049,1741.732666,5078,13,05-05-2023,1,"Analyst Call Tracker: Bajaj Finserv, Grasim Industries see most upgrades in April, Infosys most downgraded  Moneycontrol",0,0,1,0
1700,1717,1667.900024,1687.25,1678.032593,59963,13,26-05-2023,0,"Grasim Industries Q4 profit down 42% to ₹2,355 cr; FY23 revenue crosses ₹1 lakh cr mark  The Hindu",0.4404,0,0.854,0.146
1718.599976,1732,1714.849976,1723.699951,1714.283325,18565,13,30-05-2023,0,Buy Grasim Industries; target of Rs 1950: Sharekhan  Moneycontrol,0,0,1,0
1708.050049,1718.849976,1699.400024,1701.349976,1692.055542,6871,13,01-06-2023,0,"Aditya Birla Capital to raise ₹1,250 crore from Grasim, Surya Kiran Investments | Mint  Mint",0,0,1,0
1705.050049,1717.699951,1699.300049,1709,1699.663696,6228,13,02-06-2023,1,Grasim Makes An Interesting Move In Its Paints Foray  BQ Prime,0.4019,0,0.787,0.213
1745,1784.599976,1737.050049,1779.199951,1769.480225,10107,13,14-06-2023,0,Wet paint alert: Can Grasim Industries surprise Berger Paints? | Mint  Mint,0.5106,0,0.677,0.323
1781.25,1793,1755.550049,1759.699951,1750.08667,7266,13,19-06-2023,0,"Grasim, Lubrizol to begin work on Vilayat CPVC resin plant by end of 2023  Business Standard",0,0,1,0
1780.199951,1789.800049,1746.75,1748.900024,1739.345825,13375,13,22-06-2023,1,Grasim recognized as ET Sustainable Organisation 2023  Grasim Industries,0,0,1,0
1706.050049,1730.550049,1698,1726.25,1716.819458,6478,13,26-06-2023,0,Aditya Birla Capital shares climbed 4% today. Here's why  Business Today,0.296,0,0.82,0.18
1840,1854.849976,1823.900024,1830.5,1820.5,15279,13,10-08-2023,0,"Grasim Consolidated June 2023 Net Sales at Rs 31,065.19 crore, up 10.78% Y-o-Y  Moneycontrol",0,0,1,0
1830.5,1840.349976,1810,1827.099976,1827.099976,14919,13,11-08-2023,0,"Dividend Stocks: Bharti Airtel, BPCL, Grasim, among 34 stocks to trade ex-dividend today - August 11 | Mint  Mint",0,0,1,0
1809.5,1814.349976,1793.199951,1796.300049,1796.300049,8904,13,23-08-2023,0,"Grasim Industries Share Price Today Live Updates: Grasim Industries Sees Minor Decline in Current Price,...  Economic Times",0.296,0,0.879,0.121
1800.050049,1813.099976,1772.199951,1777.199951,1777.199951,7290,13,24-08-2023,0,Grasim Integrated Annual Report 2022 - 2023  Grasim Industries,0,0,1,0
1797.949951,1806,1779.900024,1804.650024,1804.650024,21282,13,29-08-2023,0,Recos Updates: Motilal Oswal Financial Services Recommends Grasim Industries with 17.03% Upside Potential  Economic Times,0.2263,0,0.881,0.119
1819.900024,1852,1816.300049,1840.199951,1840.199951,37774,13,04-09-2023,1,Institutions own 27% of Grasim Industries Limited (NSE:GRASIM) shares but private companies control 36% of the company  Simply Wall St,0.0387,0.069,0.855,0.076
1864.75,1864.75,1818.25,1838.900024,1838.900024,6072,13,06-09-2023,1,"Grasim Industries Stocks Updates: Grasim Industries Sees 0.85% Decrease in Price Today, 1-Week Returns a...  Economic Times",0,0,1,0
1830.199951,1868.5,1830.199951,1862.900024,1862.900024,7879,13,11-09-2023,0,Grasim Textiles plans to open nearly 120 retail stores over next two ...  ETBrandEquity,0,0,1,0
1868.400024,1947.75,1858.650024,1933.650024,1933.650024,61595,13,13-09-2023,0,"Trade Spotlight | Your game plan for Grasim Industries, Infosys, JB Chemicals today  Moneycontrol",0,0,1,0
1940,1953.349976,1918.800049,1931.400024,1931.400024,25341,13,14-09-2023,0,Aditya Birla Group to launch its paints business under the brand ...  Grasim Industries,0,0,1,0
1948.900024,1987,1933.400024,1972.199951,1972.199951,25263,13,15-09-2023,0,Grasim Industries diversifies with 'Birla Opus' paints business  Manufacturing Today India,0,0,1,0
1975.050049,1988.75,1951.849976,1956.849976,1956.849976,12162,13,18-09-2023,1,"Hot Stocks | Bet on Grasim Industries, SBI Life Insurance Company for short term  Moneycontrol",0,0,1,0
1904.550049,1944,1904.550049,1937.900024,1937.900024,18427,13,25-09-2023,0,Grasim Industries (NSE:GRASIM) Has A Somewhat Strained Balance Sheet  Simply Wall St,-0.3415,0.194,0.806,0
1969.849976,1969.849976,1925,1929.550049,1929.550049,7483,13,27-09-2023,0,"Grasim Industries Share Price: स्टॉक में स्ट्रेंथ है, जान ले टारगेट प्राइस  मनी कंट्रोल",0.296,0,0.855,0.145
1939.75,1939.75,1899.650024,1906.099976,1906.099976,9879,13,28-09-2023,1,Grasim Industries' Soktas launches first exclusive brand outlet in ...  Apparel Resources,0.128,0,0.88,0.12
1900.650024,1951.050049,1900.650024,1941.199951,1941.199951,5369,13,29-09-2023,0,"Sanghi Industries, Ramco Cements, Dalmia Bharat: These stocks in the cement industry have surged up to 62% this year  Business Today",0,0,1,0
1910.650024,1935.650024,1906.050049,1920.199951,1920.199951,7478,13,03-10-2023,0,NTPC & Grasim Industries: Here's what Sudeep Shah of SBI Securities says on these 2 stocks  Business Today,0.296,0,0.872,0.128
1901.550049,1910.050049,1878.25,1892.650024,1892.650024,8975,13,04-10-2023,0,"For Berger Paints investors, there are a few shades of grey | Mint  Mint",0.0516,0,0.902,0.098
1915,1982.050049,1915,1979.5,1979.5,31705,13,11-10-2023,1,"Top gainers and losers today on 11 October, 2023: Hero Motocorp, Wipro, HCL Technologies, Adani Ports & Special Economic Zone among most active stocks; Check full list here | Mint  Mint",0.7713,0.088,0.623,0.288
1994.949951,2021.949951,1966.25,2001.349976,2001.349976,24054,13,12-10-2023,0,Grasim Industries share price hits fresh 52-week high; is the stock buy-worthy? | Mint  Mint,0.5423,0,0.727,0.273
2004.949951,2004.949951,1974.849976,1982.949951,1982.949951,5585,13,13-10-2023,0,"Tata Steel, Coal India, ONGC: Nifty cos that may see fall in Q2 profit  Business Today",0.6808,0,0.714,0.286
1985.949951,1992.150024,1957.400024,1972,1972,11643,13,16-10-2023,0,"Grasim Industries gets board approval to raise funds up to ₹4,000 crore via rights issue | Mint  Mint",0.4767,0,0.838,0.162
2003.800049,2020,1958,1974.050049,1974.050049,57389,13,17-10-2023,1,Grasim to raise 4k cr through rights issue  Times of India,0,0,1,0
1955.099976,1978.849976,1927.349976,1975.199951,1975.199951,27347,13,19-10-2023,0,Grasim Industries Gets Rs 141 Crore Demand Notice From Rajasthan Stamps Collector  BQ Prime,-0.128,0.103,0.897,0
1977.400024,1978.300049,1940,1944.800049,1944.800049,6324,13,20-10-2023,0,BJP delegation: Implement EV Policy in phased manner  Times of India,0,0,1,0
1110.199951,1112.849976,1098.400024,1101.25,1063.312378,23229,14,08-12-2022,1,India's HCL Tech drops most since mid-Jan on downbeat revenue ...  Reuters,0,0,1,0
1061,1074.400024,1061,1071.900024,1034.973511,95226,14,12-01-2023,0,"HCL Tech adds nearly 6,000 freshers in Q3, attrition rate at 21.7% | Mint  Mint",0,0,1,0
1097,1105.699951,1090.300049,1092.449951,1054.815552,62590,14,22-02-2023,0,Here's Why We Think HCL Technologies (NSE:HCLTECH) Might Deserve Your Attention Today  Simply Wall St,0,0,1,0
1125.050049,1148,1123.550049,1126.5,1087.692627,84265,14,06-03-2023,0,HCL Technologies partners Microsoft to bring quantum computing to clients | Mint  Mint,0,0,1,0
1077.5,1117,1077.5,1108.25,1070.071167,73683,14,17-03-2023,1,"After Infosys, TCS And HCL Technologies See Changes At The Top  BQ Prime",0.2023,0,0.87,0.13
1084.050049,1105.400024,1079.050049,1081.199951,1043.953125,35705,14,22-03-2023,0,"HCL Technologies shares extend fall for 3rd straight session; time to buy, sell or hold?  Business Today",0.5859,0,0.707,0.293
1090.300049,1097.300049,1080,1094.699951,1056.988037,21732,14,12-04-2023,0,Analyst Call Tracker: Why are analysts lowering expectations from HCL Technologies?  Moneycontrol,-0.25,0.154,0.846,0
1089,1089,1063.400024,1071.849976,1034.925171,76426,14,13-04-2023,0,Anand Birje resigns as digital business head of HCL Technologies | Mint  Mint,-0.3182,0.173,0.827,0
1040,1047.199951,1032.150024,1037.550049,1001.806885,48683,14,20-04-2023,0,HCL Technologies Q4 Results: Revenue Dips Amid Signs Of Slowdown  BQ Prime,0,0,1,0
1138.050049,1147,1136.5,1143.699951,1123.17688,29189,14,15-06-2023,0,HCL Technologies shares gain on expansion of tie-up with Google Cloud  Moneycontrol,0.6808,0,0.641,0.359
1158.050049,1170,1151.150024,1165.25,1144.34021,29909,14,23-06-2023,1,HCL Tech Remains Macquaries Top Pick Among Indias IT Firms  BQ Prime,0.2023,0,0.859,0.141
1172,1194.099976,1164.800049,1187.849976,1166.534668,56483,14,30-06-2023,0,HCL Technologies Stocks Updates: HCL Technologies Sees 1.5% Increase in Price Today with Average Daily V...  Economic Times,0.3182,0,0.881,0.119
1180.400024,1182.900024,1153.400024,1157.050049,1136.287476,62259,14,07-07-2023,1,HCL Technologies Share Price Updates: HCL Technologies Reports Strong Return on Equity and EPS of Rs 54.73  Economic Times,0.6705,0,0.756,0.244
1111.050049,1156.949951,1110.550049,1151.300049,1130.640625,286242,14,14-07-2023,1,"HCL Tech founder Shiv Nadar turns 78 today; check net worth, education, and how a business he co-started in a Delhi Barsati became one of India's biggest IT companies  Business Today",0.2263,0,0.936,0.064
1167,1174.75,1156.650024,1168.5,1147.531982,90410,14,19-07-2023,0,HCL Group planning $300 million semicon foray: sources  Economic Times,0,0,1,0
1160,1161.849976,1148.300049,1155.199951,1144.263062,41178,14,20-07-2023,0,"HCLTech joins XR Startup Programme with MeitY, Meta  BusinessLine",0,0,1,0
1112.949951,1140,1096.449951,1116.75,1106.177246,115627,14,21-07-2023,1,Infosys vs TCS vs Wipro vs HCL Tech: Which IT stock is better after Q1 results 2023 | Mint  Mint,0.4404,0,0.861,0.139
1108.150024,1120.5,1108.150024,1114.849976,1104.295166,19864,14,26-07-2023,1,"HCL Technologies Stocks Live Updates: HCL Technologies Sees Minor Price Change Today, Beta Indicates Mod...  Economic Times",0,0,1,0
1116.949951,1117.449951,1097.5,1103.25,1092.805054,78142,14,28-07-2023,0,HCL Tech CEO C Vijayakumars Pay Drops 80% In FY23. Heres Why  BQ Prime,-0.1027,0.104,0.896,0
1157.949951,1157.949951,1136.550049,1140.900024,1130.098633,75290,14,08-08-2023,1,"Buy HCL Technologies, target price Rs 1230: Religare Broking  Economic Times",0,0,1,0
1141.949951,1141.949951,1129,1134.599976,1123.858154,68080,14,10-08-2023,0,HCL Tech Bags $2.1-Billion Technology Contract From Verizon  BQ Prime,0,0,1,0
1176.550049,1178,1159,1174.199951,1163.083252,153608,14,18-08-2023,1,"HCL Technologies Stocks Updates: HCL Technologies Closes at Rs 1174.90, Registers 0.15% Decline  Economic Times",0,0,1,0
1170.050049,1188.800049,1169.949951,1178.699951,1167.540649,67155,14,21-08-2023,0,Cloud and generative AI are game changes in the medium term: HCL Tech chairperson  CNBCTV18,0,0,1,0
1152,1163.800049,1148.650024,1157.949951,1146.987061,55549,14,29-08-2023,0,HCLTech Inks Pact With Cloud Software Group For TIBCO Solutions  BQ Prime,0.1779,0,0.866,0.134
1173,1188,1171.050049,1185.400024,1174.177246,99152,14,01-09-2023,0,"HCL Technologies Stocks Updates: HCL Technologies Sees 1.14% Increase in Current Price, EMA3 at Rs 1176.72  Economic Times",0.3182,0,0.881,0.119
1185,1235,1184.849976,1232.550049,1220.880859,86948,14,04-09-2023,0,Expert stock recommendations: HCL Technologies and Bharat Dynamics show promise  CNBCTV18,0.5267,0,0.672,0.328
1236.050049,1256.800049,1230.400024,1254.150024,1242.276367,52000,14,07-09-2023,0,HCL Tech shares hit 52-week high on bagging multi-year deal from Siemens to accelerate digital transformation  CNBCTV18,0.296,0,0.879,0.121
1281.5,1282.449951,1266.099976,1275.5,1263.424194,26921,14,13-09-2023,0,Building narrow AI models for specific uses: HCLTech | Mint  Mint,0,0,1,0
1267.650024,1283.25,1265.199951,1273.5,1261.443115,58411,14,22-09-2023,0,HCL Tech extends agreement with Australian bank to transform digital employee experience across 33 countries  CNBCTV18,0.5719,0,0.749,0.251
1263,1266.800049,1253.5,1261.25,1249.309082,14354,14,27-09-2023,0,"HCL Tech To Cyient: Indian IT Services Growth Will Surprise In FY25, Says Morgan Stanley  BQ Prime",0.5719,0,0.761,0.239
1264.849976,1265,1239,1243.150024,1231.380493,59169,14,28-09-2023,0,"Hcl Tech share price Today Live Updates : Hcl Tech closed today at ₹1248.35, down -1.02% from yesterday's ₹1261.25 | Mint  Mint",0.296,0,0.896,0.104
1238.75,1249.25,1227.349976,1236.199951,1224.496216,93923,14,29-09-2023,1,From TCS to HCL Tech – 10 most valuable Indian brands in 2023  CNBCTV18,0.5256,0,0.78,0.22
1235.349976,1244,1226.400024,1239.25,1227.517456,26097,14,04-10-2023,0,"HCLTech, Business Finland team up to drive digital innovation in generative AI, metaverse  ETTelecom",0.3818,0,0.833,0.167
1249.949951,1249.949951,1215.25,1224.050049,1212.461426,95132,14,12-10-2023,0,"Closing Bell: Nifty below 19,800, Sensex falls; mid, smallcap gains  Moneycontrol",0.6249,0,0.638,0.362
1213.949951,1266,1210,1255.300049,1243.415527,345095,14,13-10-2023,0,"Good News For Freshers! IT Major HCL Tech Says Will Hire Around 5,000 More  Business Today",0.4926,0,0.825,0.175
1260.050049,1279.449951,1260.050049,1270.400024,1258.372559,67164,14,16-10-2023,0,"Infosys, HCL Tech’s cautious hiring approach: Freshers face uncertainty as IT firms cut campus recruitment plans  The Financial Express",-0.5994,0.269,0.731,0
1282.25,1282.25,1270.900024,1277.099976,1265.009033,23374,14,17-10-2023,0,"TCS, Infosys, HCL Tech: Key trends and takeaways from Q2 results of these IT blue-chips  Business Today",0,0,1,0
1278,1281.800049,1266.949951,1269.349976,1257.332397,19946,14,18-10-2023,0,"What Interim Dividends By TCS, Infosys And HCL Tech Mean  BQ Prime",0,0,1,0
1268,1274.699951,1264.800049,1267.5,1255.5,16410,14,19-10-2023,0,"HCL Tech Standalone September 2023 Net Sales at Rs 12,059.00 crore, up 5.56% Y-o-Y  Moneycontrol",0,0,1,0
1257.400024,1261.75,1245.400024,1258.650024,1258.650024,635454,14,20-10-2023,0,"Dividend stocks: HCL Tech, Dalmia Bharat, three others to trade ex-dividend today | Mint  Mint",0,0,1,0
1659.300049,1668.5,1651.900024,1663.699951,1644.841675,86982,16,11-04-2023,0,India's HDFC Bank to raise $6 bln in debt over next 1 year  Reuters,-0.3612,0.172,0.828,0
1706,1715.849976,1653.650024,1667.050049,1648.153809,341972,16,17-04-2023,0,HDFC Bank: How the banking behemoth is revolutionising work culture  Business Today,0,0,1,0
1668,1676.900024,1656,1658.25,1639.453491,161423,16,18-04-2023,0,HDFC Bank set to meet liquidity norms post merger - sources  Reuters,0,0,1,0
1665.5,1677,1662.800049,1673.800049,1654.827271,133438,16,21-04-2023,0,India cenbank gives HDFC Bank selective regulatory relief post ...  Reuters,0.4767,0,0.763,0.237
1675.199951,1691.5,1674.550049,1688.449951,1669.311157,137775,16,24-04-2023,0,Brokerages bullish on HDFC Bank stock following RBI's clarifications on its proposed merger | Mint  Mint,0,0,1,0
1637,1661.050049,1622,1625.349976,1606.926392,557873,16,05-05-2023,0,"Slide in HDFC, HDFC Bank erases weekly gains for Indian shares  Reuters",0.5574,0,0.685,0.315
1644,1654.300049,1633.900024,1652,1633.274414,76000,16,10-05-2023,1,"HDFC-HDFC Bank merger: Interest, depositors’ insurance, withdrawal rules; what changes for HDFC FD custome  Economic Times",0.4767,0,0.773,0.227
1673.699951,1673.699951,1644.099976,1646.75,1646.75,166208,16,16-05-2023,1,"HDFC, HDFC Bank share prices turn ex-dividend today; how much investors may get | Mint  Mint",0.296,0,0.864,0.136
1647.099976,1649.650024,1625.400024,1638.650024,1638.650024,82489,16,17-05-2023,0,RBI allows SBI Funds to buy up to 9.99% stake in HDFC Bank | Mint  Mint,0,0,1,0
1633.949951,1634.599976,1614.099976,1615.650024,1615.650024,130330,16,24-05-2023,0,"HDFC-HDFC Bank merger in 4-5 weeks; bank's margin to drop, say ...  Reuters India",-0.2732,0.139,0.861,0
1613.25,1618.449951,1607,1610.550049,1610.550049,161312,16,09-06-2023,0,India's HDFC Bank to keep home loans as focus of growth strategy ...  Reuters India,0.3818,0,0.843,0.157
1606.199951,1612.699951,1600,1602,1602,230412,16,14-06-2023,0,Exclusive: Mutual funds may not get holdings waiver post HDFC ...  Reuters,0.128,0,0.88,0.12
1608,1614.75,1598,1603.650024,1603.650024,108569,16,19-06-2023,1,"State Bank of India, HDFC Bank keep top slots in ranking as total ...  S&P Global",0.2023,0,0.893,0.107
1640.650024,1659.900024,1634.050049,1643.449951,1643.449951,665635,16,23-06-2023,0,Analysis: HDFC Bank-HDFC merger set to shake up debt funding for ...  Reuters,-0.4939,0.276,0.724,0
1644.900024,1672,1638.400024,1658,1658,174055,16,27-06-2023,1,HDFC Bank’s $173 billion merger with its parent creates a ‘lucrative’ arbitrage trade in India  Economic Times,0.2732,0,0.877,0.123
1672.900024,1679.849976,1661,1676.400024,1676.400024,218612,16,28-06-2023,0,"Stocks to Watch: HDFC, HDFC Bank, Adani Group, LTIMindtree, SBI | Mint  Mint",0,0,1,0
1695,1708.599976,1682.900024,1701.75,1701.75,1225590,16,30-06-2023,0,"Deepak Parekh Takes A Final Bow With HDFC Bank, HDFC Set To Merge  BQ Prime",0,0,1,0
1669.949951,1675,1655.75,1660.75,1660.75,505656,16,07-07-2023,0,India's HDFC Bank to replace HDFC Ltd on MSCI indexes  Reuters India,0,0,1,0
1650,1682.050049,1633.150024,1679.199951,1679.199951,730762,16,17-07-2023,0,HDFC Bank boosts profits as it rides Indian economic boom  Financial Times,0.6369,0,0.658,0.342
1680,1688.650024,1675.25,1684.849976,1684.849976,153233,16,19-07-2023,0,"‘HDFC Bank’s focus is on service, inclusion, digital’ | Mint  Mint",0,0,1,0
1683.699951,1690.949951,1680.650024,1688.5,1688.5,141558,16,20-07-2023,0,HDFC Ltd-HDFC Bank merger: Behind Sashi Jagdishan's big plans for HDFC Bank  Business Today,0,0,1,0
1653,1656,1642.300049,1650.849976,1650.849976,232871,16,08-08-2023,0,HDFC Bank hikes lending rates: Loan EMIs to go up. Check latest MCLR rates here | Mint  Mint,0,0,1,0
1596.400024,1598.050049,1580.050049,1582.150024,1582.150024,157180,16,22-08-2023,0,Why HDFC Bank Stock Could Be a Sell | Mint  Mint,0,0,1,0
1560,1582.550049,1560,1577.699951,1577.699951,2072087,16,28-08-2023,0,HDFC Bank Rides On Premium Cards To Grab Market Share  BQ Prime,0.296,0,0.833,0.167
1581.949951,1581.949951,1562.400024,1571.949951,1571.949951,754704,16,31-08-2023,0,HDFC Bank readies home loan strategy after the merger | Mint  Mint,0,0,1,0
1609,1632.800049,1607.349976,1624.050049,1624.050049,816192,16,08-09-2023,0,"Sensex, FTSE Rejig: HDFC Bank To See Inflows Of $600 Million, Says Nuvama  BQ Prime",0,0,1,0
1641,1642.449951,1624,1636.800049,1636.800049,647572,16,12-09-2023,0,Fitch Maintains HDFC Bank 'BB+(lka)' National Rating on Watch ...  Fitch Ratings,0,0,1,0
1645.599976,1669.25,1645.599976,1661.900024,1661.900024,420909,16,15-09-2023,0,HDFC Bank Enters Into Co-Lending Pact With CreditWise Capital  BQ Prime,0,0,1,0
1599,1599,1560.599976,1563.900024,1563.900024,1922144,16,20-09-2023,1,"Top gainers, losers today: Power Grid, Asian Paints, HDFC Bank, RIL among most active stocks; check full list | Mint  Mint",0.101,0.135,0.675,0.19
1529.849976,1532.75,1515.349976,1527.199951,1527.199951,616804,16,27-09-2023,0,"Federal Bank, HDFC Bank, Axis Bank: What Rahul Sharma of JM Financial says on these stocks  Business Today",0,0,1,0
1524,1535.5,1522.949951,1526.550049,1526.550049,196830,16,29-09-2023,0,Eris Lifesciences secures Rs 212 crore term loan facility from HDFC Bank  CNBCTV18,0.3182,0,0.839,0.161
1526.550049,1527,1506,1507.949951,1507.949951,611769,16,03-10-2023,1,"HDFC Bank Set To Make Management Changes, First Rejig Since May 2021  BQ Prime",0,0,1,0
